目录ID,目录名称,剂型,规格,生产企业,2017 4th price,2017 4th 目录类,2017 4th 报名企业家数,2017 3rd,2017 3rd price,2017 3rd 目录类,2017 3rd 报名企业家数,2017 2nd,2017 2nd price,2017 2nd 目录类,2017 2nd 报名企业家数,2017 1st,2017 1st price,2017 1st目录类,2017 1st报名企业家数,4th vs 1st,4th vs 1st %
3710,参附-注射液-每支装10ml,注射液,每支装10ml,华润三九（雅安）药业有限公司,20.9734,其他基本药物,1,Y,20.9734,其他基本药物,1,Y,20.9734,其他基本药物,1,Y,20.9734,其他基本药物,1,0,0.00%
3711,参附-注射液-每支装50ml,注射液,每支装50ml,华润三九（雅安）药业有限公司,91.8164,其他基本药物,1,Y,91.8164,其他基本药物,1,Y,91.8164,其他基本药物,1,Y,91.8164,其他基本药物,1,0,0.00%
3715,参苓白术-颗粒剂-每袋装6g,颗粒剂,每袋装6g,云南腾冲东方红制药有限公司,1,其他基本药物,6,Y,1,其他基本药物,6,Y,1.2652,其他基本药物,6,Y,1,其他基本药物,6,0,0.00%
3716,参麦-注射液-每支装10ml,注射液,每支装10ml,云南植物药业有限公司,3.456,其他基本药物,9,Y,3.456,其他基本药物,9,Y,3.456,其他基本药物,9,Y,3.456,其他基本药物,9,0,0.00%
3717,参麦-注射液-每支装20ml,注射液,每支装20ml,神威药业集团有限公司,5.794,其他基本药物,5,Y,5.794,其他基本药物,5,Y,5.794,其他基本药物,5,Y,5.794,其他基本药物,5,0,0.00%
3718,参麦-注射液-每瓶装50ml,注射液,每瓶装50ml,华润三九（雅安）药业有限公司,17.98,其他基本药物,5,Y,17.98,其他基本药物,5,Y,17.98,其他基本药物,5,Y,17.98,其他基本药物,5,0,0.00%
3719,参麦-注射液-每瓶装100ml,注射液,每瓶装100ml,大理药业股份有限公司,53.11,其他基本药物,5,Y,52.98,其他基本药物,5,Y,54.58,其他基本药物,5,Y,54.8,其他基本药物,5,-1.69,-3.08%
3723,参芪十一味-颗粒剂-每袋装2g,颗粒剂,每袋装2g,江西山高制药有限公司,2.9598,其他基本药物,2,Y,2.9598,其他基本药物,2,Y,2.9598,其他基本药物,2,Y,2.9598,其他基本药物,2,0,0.00%
3724,参芪十一味-胶囊剂-每粒装0.33g,胶囊剂,每粒装0.33g,大连汉方药业有限公司,0.6695,其他基本药物,3,Y,0.6695,其他基本药物,3,Y,0.6695,其他基本药物,3,Y,0.6695,其他基本药物,3,0,0.00%
3725,参芪十一味-片剂-片心重0.3g,片剂,片心重0.3g,吉林金恒制药股份有限公司,0.7452,其他基本药物,5,Y,0.7452,其他基本药物,5,Y,0.7452,其他基本药物,5,Y,0.7452,其他基本药物,5,0,0.00%
3726,参芪五味子-片剂-薄膜衣片每片重0.26g,片剂,薄膜衣片每片重0.26g,康县独一味生物制药有限公司,0.4534,其他基本药物,2,Y,0.4534,其他基本药物,2,Y,0.4534,其他基本药物,2,Y,0.4534,其他基本药物,2,0,0.00%
3727,参芪五味子-颗粒剂-每袋装3g 无糖型,颗粒剂,每袋装3g,康县独一味生物制药有限公司,2.125,其他基本药物,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3728,参芪五味子-胶囊剂-每粒装0.25g,胶囊剂,每粒装0.25g,康县独一味生物制药有限公司,0.4,其他基本药物,3,Y,0.4,其他基本药物,3,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
3729,参松养心-胶囊剂-每粒装0.4g,胶囊剂,每粒装0.4g,北京以岭药业有限公司,0.7358,其他基本药物,1,Y,0.7358,其他基本药物,1,Y,0.7358,其他基本药物,1,Y,0.7358,其他基本药物,1,0,0.00%
3734,川贝枇杷-胶囊剂-每粒装0.2g,胶囊剂,每粒装0.2g,江西南昌济生制药厂,0.9275,其他基本药物,2,Y,0.9275,其他基本药物,2,Y,0.9275,其他基本药物,2,Y,0.9275,其他基本药物,2,0,0.00%
3743,川芎嗪-(盐酸盐)注射用无菌粉末-40mg,(盐酸盐)注射用无菌粉末,40mg,湖南科伦制药有限公司,6.15,其他基本药物,3,Y,6.15,其他基本药物,3,Y,6.15,其他基本药物,3,Y,6.47,其他基本药物,3,-0.32,-4.95%
3744,川芎嗪-(盐酸盐)注射用无菌粉末-80mg,(盐酸盐)注射用无菌粉末,80mg,平光制药股份有限公司,13.85,其他基本药物,3,Y,11.7169,其他基本药物,3,Y,13.85,其他基本药物,3,Y,10.57,其他基本药物,3,3.28,31.03%
3752,穿心莲内酯-滴丸剂-每袋含穿心莲内酯0.15g,滴丸剂,每袋含穿心莲内酯0.15g,天士力制药集团股份有限公司,1.5456,其他基本药物,2,Y,1.5456,其他基本药物,2,Y,1.5456,其他基本药物,2,Y,1.5456,其他基本药物,2,0,0.00%
3753,穿心莲内酯-胶囊剂-每粒装0.33g(含穿心莲内酯75mg),胶囊剂,每粒装0.33g(含穿心莲内酯75mg),丽珠集团利民制药厂,1.4833,其他基本药物,2,Y,1.4833,其他基本药物,2,Y,1.4833,其他基本药物,2,Y,1.4833,其他基本药物,2,0,0.00%
3754,喘可治-注射液-每支装2ml,注射液,每支装2ml,广州万正药业有限公司,20.63,其他基本药物,2,Y,20.63,其他基本药物,2,Y,20.63,其他基本药物,2,Y,20.63,其他基本药物,1,0,0.00%
3760,大黄蟅虫-胶囊剂-0.4g,胶囊剂,0.4g,葵花药业集团（吉林）临江有限公司,0.8161,其他基本药物,5,Y,0.8161,其他基本药物,5,Y,0.8161,其他基本药物,5,Y,0.8161,其他基本药物,5,0,0.00%
3761,大黄蟅虫-片剂-每片重0.6g,片剂,每片重0.6g,广西玉林制药集团有限责任公司,0.8408,其他基本药物,1,Y,0.8408,其他基本药物,1,Y,0.8408,其他基本药物,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
3762,大黄蟅虫-片剂-每片重0.52g,片剂,每片重0.52g,四川光大制药有限公司,0.8458,其他基本药物,3,Y,0.8397,其他基本药物,3,Y,0.8458,其他基本药物,3,Y,0.8397,其他基本药物,3,0.0061,0.73%
3765,大活络-胶囊剂-每粒装0.25g,胶囊剂,每粒装0.25g,江西药都樟树制药有限公司,0.8149,其他基本药物,3,Y,0.8149,其他基本药物,3,Y,0.8149,其他基本药物,3,Y,0.8149,其他基本药物,3,0,0.00%
3768,大株红景天-注射液-每支5ml,注射液,每支5ml,通化玉圣药业有限公司,104.9367,其他基本药物,1,Y,104.9367,其他基本药物,1,Y,104.9367,其他基本药物,1,Y,104.9367,其他基本药物,1,0,0.00%
3769,大株红景天-注射液-每支10ml,注射液,每支10ml,通化玉圣药业有限公司,205.3933,其他基本药物,1,Y,205.3933,其他基本药物,1,Y,205.3933,其他基本药物,1,Y,205.3933,其他基本药物,1,0,0.00%
3770,大株红景天-胶囊剂-每粒0.38g,胶囊剂,每粒0.38g,江苏康缘药业股份有限公司,0.9712,其他基本药物,2,Y,0.9712,其他基本药物,2,Y,0.9712,其他基本药物,2,Y,0.9712,其他基本药物,2,0,0.00%
3774,丹红化瘀-口服液-每支装10ml,口服液,每支装10ml,广州白云山和记黄埔中药有限公司,5.5972,其他基本药物,1,Y,5.5972,其他基本药物,1,Y,5.5972,其他基本药物,1,Y,5.5972,其他基本药物,1,0,0.00%
3775,丹黄祛瘀-片剂-薄膜衣片每片重0.4g,片剂,薄膜衣片每片重0.4g,长春海外制药集团有限公司,0.9663,其他基本药物,2,Y,0.988,其他基本药物,2,Y,0.986,其他基本药物,2,Y,0.994,其他基本药物,2,-0.0277,-2.79%
3776,丹黄祛瘀-片剂-薄膜衣片每片重0.45g,片剂,薄膜衣片每片重0.45g,江苏黄河药业股份有限公司,1.2036,其他基本药物,2,Y,1.2036,其他基本药物,2,Y,1.2036,其他基本药物,2,Y,1.2036,其他基本药物,1,0,0.00%
3777,丹田降脂-浓缩水蜜丸-10g,浓缩水蜜丸,10g,广东宏兴集团股份有限公司宏兴制药厂,20.03,其他基本药物,1,Y,20.03,其他基本药物,1,Y,20.03,其他基本药物,1,Y,20.03,其他基本药物,1,0,0.00%
3778,丹田降脂-浓缩水蜜丸-20g,浓缩水蜜丸,20g,广东宏兴集团股份有限公司宏兴制药厂,38.057,其他基本药物,1,Y,38.057,其他基本药物,1,Y,38.057,其他基本药物,1,Y,38.057,其他基本药物,1,0,0.00%
3779,丹珍头痛-胶囊剂-每粒装0.5g,胶囊剂,每粒装0.5g,青海益欣药业有限责任公司,1.3877,其他基本药物,2,Y,1.3877,其他基本药物,2,Y,1.3877,其他基本药物,2,Y,1.3877,其他基本药物,2,0,0.00%
3780,单硝酸异山梨酯-缓释胶囊-20mg,缓释胶囊,20mg,上海爱的发制药有限公司,0.8759,其他基本药物,3,Y,0.8759,其他基本药物,3,Y,0.8759,其他基本药物,3,Y,0.8702,其他基本药物,3,0.0057,0.66%
3781,单硝酸异山梨酯-缓释胶囊-50mg,缓释胶囊,50mg,珠海润都制药股份有限公司,1.2247,其他基本药物,6,Y,1.224,其他基本药物,6,Y,1.267,其他基本药物,6,Y,1.2247,其他基本药物,6,0,0.00%
3789,灯盏生脉-胶囊剂-每粒装0.18g,胶囊剂,每粒装0.18g,云南生物谷药业股份有限公司,1.9606,其他基本药物,2,Y,1.9606,其他基本药物,2,Y,1.9606,其他基本药物,2,Y,1.9606,其他基本药物,2,0,0.00%
3790,低分子量肝素-注射液-2050IU,注射液,2050IU,河北常山生化药业股份有限公司,27.2167,其他基本药物,1,Y,27.2167,其他基本药物,1,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
3796,地红霉素-肠溶片-0.125g,肠溶片,0.125g,浙江金华康恩贝生物制药有限公司,1.85,其他基本药物,9,Y,1.73,其他基本药物,9,Y,1.5375,其他基本药物,9,Y,1.5375,其他基本药物,9,0.3125,20.33%
3797,地红霉素-肠溶片-0.25g,肠溶片,0.25g,广州大光制药有限公司,3.2,其他基本药物,8,Y,3.27,其他基本药物,8,Y,3.6111,其他基本药物,7,Y,3.3116,其他基本药物,6,-0.1116,-3.37%
3798,地红霉素-肠溶胶囊-0.125g,肠溶胶囊,0.125g,伊春药业有限公司,1.969,其他基本药物,4,Y,1.97,其他基本药物,4,Y,1.97,其他基本药物,4,Y,1.98,其他基本药物,4,-0.011,-0.56%
3799,地红霉素-肠溶胶囊-0.25g,肠溶胶囊,0.25g,山东淄博新达制药有限公司,3.8223,其他基本药物,6,Y,3.82,其他基本药物,6,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
3802,地衣芽孢杆菌活菌-胶囊剂-0.25g,胶囊剂,0.25g,浙江京新药业股份有限公司,0.8583,其他基本药物,5,Y,0.9443,其他基本药物,5,Y,0.8583,其他基本药物,5,Y,0.9737,其他基本药物,5,-0.1154,-11.85%
3803,地衣芽孢杆菌活菌-颗粒剂-0.5g,颗粒剂,0.5g,东北制药集团沈阳第一制药有限公司,1.9105,其他基本药物,1,Y,1.9105,其他基本药物,1,Y,1.9105,其他基本药物,1,Y,1.9105,其他基本药物,1,0,0.00%
3806,地榆升白-片剂-薄膜衣每片重0.1g,片剂,薄膜衣每片重0.1g,成都地奥集团天府药业股份有限公司,0.62,其他基本药物,1,Y,0.62,其他基本药物,1,Y,0.62,其他基本药物,1,Y,0.62,其他基本药物,1,0,0.00%
3808,碘海醇-注射液-50ml:15g(I),注射液,50ml:15g(I),上海旭东海普药业有限公司,79.89,其他基本药物,6,Y,79.89,其他基本药物,6,Y,83,其他基本药物,5,Y,83,其他基本药物,5,-3.11,-3.75%
3809,碘海醇-注射液-100ml:30g(I),注射液,100ml:30g(I),浙江天瑞药业有限公司,147,其他基本药物,9,Y,147,其他基本药物,9,Y,147,其他基本药物,8,Y,150,其他基本药物,8,-3,-2.00%
3811,跌打七厘-片剂-每片重0.3g,片剂,每片重0.3g,重庆希尔安药业有限公司,0.9188,其他基本药物,1,Y,0.9188,其他基本药物,1,Y,0.9188,其他基本药物,1,Y,0.9188,其他基本药物,1,0,0.00%
3812,跌打万花油-搽剂-10ml,搽剂,10ml,广东恒健制药有限公司,1.49,其他基本药物,1,Y,1.49,其他基本药物,1,Y,1.49,其他基本药物,1,Y,1.49,其他基本药物,1,0,0.00%
3813,跌打万花油-搽剂-25ml,搽剂,25ml,广州白云山敬修堂药业股份有限公司,4.8467,其他基本药物,1,Y,4.8467,其他基本药物,1,Y,4.8467,其他基本药物,1,Y,4.8467,其他基本药物,1,0,0.00%
3815,跌打镇痛-橡胶膏剂-10cm×7cm,橡胶膏剂,10cm×7cm,广州白云山医药集团股份有限公司白云山何济公制药厂,1.54,其他基本药物,2,Y,1.54,其他基本药物,2,Y,1.54,其他基本药物,2,Y,1.54,其他基本药物,2,0,0.00%
3817,丁卡因-(盐酸盐)注射用无菌粉末-25mg,(盐酸盐)注射用无菌粉末,25mg,成都天台山制药有限公司,8.1053,其他基本药物,1,Y,8.1053,其他基本药物,1,Y,8.1053,其他基本药物,1,Y,8.1053,其他基本药物,1,0,0.00%
3821,东莨菪碱-(丁溴)注射用无菌粉末-20mg,(丁溴)注射用无菌粉末,20mg,海南双成药业股份有限公司,12.275,其他基本药物,2,Y,12.275,其他基本药物,2,Y,12.275,其他基本药物,2,N,#N/A,#N/A,#N/A,#N/A,#N/A
3824,东莨菪碱-(丁溴)注射液-1ml:20mg,(丁溴)注射液,1ml:20mg,中孚药业股份有限公司,8.79,其他基本药物,4,Y,8.79,其他基本药物,4,Y,8.79,其他基本药物,4,Y,8.84,其他基本药物,4,-0.05,-0.57%
3825,独一味-胶囊剂-0.3g,胶囊剂,0.3g,康县独一味生物制药有限公司,0.5717,其他基本药物,4,Y,0.5717,其他基本药物,4,Y,0.5717,其他基本药物,4,Y,0.5717,其他基本药物,3,0,0.00%
3826,独一味-颗粒剂-3g,颗粒剂,3g,四川峨嵋山药业有限公司,1.2588,其他基本药物,6,Y,1.2587,其他基本药物,6,Y,1.2588,其他基本药物,6,Y,1.2588,其他基本药物,6,0,0.00%
3827,独一味-颗粒剂-6g 无糖型,颗粒剂,6g,江苏仁寿药业有限公司,3.0196,其他基本药物,3,Y,3.0196,其他基本药物,3,Y,3.3751,其他基本药物,2,Y,3.3751,其他基本药物,2,-0.3555,-10.53%
3828,独一味-片剂-每片重0.28g(或每片相当于原药材1g),片剂,每片重0.28g(或每片相当于原药材1g),康县独一味生物制药有限公司,0.45,其他基本药物,4,Y,0.45,其他基本药物,4,Y,0.45,其他基本药物,4,Y,0.45,其他基本药物,4,0,0.00%
3832,对乙酰氨基酚-混悬液-无,混悬液,无,上海强生制药有限公司,13.1,其他基本药物,1,Y,13.1,其他基本药物,1,Y,13.1,其他基本药物,1,Y,13.1,其他基本药物,1,0,0.00%
3835,多巴丝肼-胶囊剂-0.25g(0.2g:0.05g)(左旋多巴:苄丝肼),胶囊剂,0.25g(0.2g:0.05g)(左旋多巴:苄丝肼),上海福达制药有限公司,1.6811,其他基本药物,2,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3837,多柔比星-注射用无菌粉末-10mg,注射用无菌粉末,10mg,山西普德药业股份有限公司,22.34,其他基本药物,3,Y,22.36,其他基本药物,3,Y,22.4,其他基本药物,3,Y,22.43,其他基本药物,3,-0.09,-0.40%
3838,多沙唑嗪-缓释片-4mg,缓释片,4mg,合肥立方制药股份有限公司,4.6203,其他基本药物,1,Y,4.6203,其他基本药物,1,Y,4.6203,其他基本药物,1,Y,4.6203,其他基本药物,1,0,0.00%
3840,多沙唑嗪-胶囊剂-2mg(以多沙唑嗪计),胶囊剂,2mg(以多沙唑嗪计),山东淄博山川药业有限公司,1.7542,其他基本药物,2,Y,1.7542,其他基本药物,2,Y,1.7542,其他基本药物,2,Y,1.7542,其他基本药物,2,0,0.00%
3842,多沙唑嗪-片剂-2mg,片剂,2mg,康美药业股份有限公司,1.5375,其他基本药物,5,Y,1.6233,其他基本药物,5,Y,1.5375,其他基本药物,5,Y,1.6233,其他基本药物,5,-0.0858,-5.29%
3843,多糖铁复合物-胶囊剂-0.15g,胶囊剂,0.15g,上海医药集团青岛国风药业股份有限公司,2.82,其他基本药物,2,Y,2.82,其他基本药物,2,Y,2.822,其他基本药物,2,Y,2.816,其他基本药物,2,0.004,0.14%
3844,多西环素-肠溶胶囊-0.1g,肠溶胶囊,0.1g,永信药品工业(昆山)有限公司,1.6838,其他基本药物,2,Y,1.6838,其他基本药物,2,Y,1.6838,其他基本药物,2,N,#N/A,#N/A,#N/A,#N/A,#N/A
3846,厄贝沙坦-胶囊剂-0.15g,胶囊剂,0.15g,珠海润都制药股份有限公司,1.95,其他基本药物,3,Y,1.95,其他基本药物,3,Y,1.95,其他基本药物,3,Y,1.95,其他基本药物,3,0,0.00%
3847,厄贝沙坦-胶囊剂-75mg,胶囊剂,75mg,浙江弘盛药业有限公司,0.825,其他基本药物,9,Y,0.848,其他基本药物,9,Y,0.795,其他基本药物,7,Y,0.645,其他基本药物,6,0.18,27.91%
3848,厄贝沙坦-片剂-150mg,片剂,150mg,海正辉瑞制药有限公司,0.96,其他基本药物,6,Y,0.96,其他基本药物,6,Y,0.96,其他基本药物,6,Y,0.96,其他基本药物,6,0,0.00%
3849,厄贝沙坦-片剂-75mg,片剂,75mg,安徽环球药业股份有限公司,0.6098,其他基本药物,6,Y,0.61,其他基本药物,6,Y,0.6199,其他基本药物,6,Y,0.6599,其他基本药物,6,-0.0501,-7.59%
3850,厄贝沙坦-分散片-75mg,分散片,75mg,潍坊中狮制药有限公司,1.64,其他基本药物,3,Y,1.645,其他基本药物,3,Y,1.64,其他基本药物,3,Y,1.645,其他基本药物,3,-0.005,-0.30%
3851,厄贝沙坦-分散片-150mg,分散片,150mg,华润双鹤利民药业（济南）有限公司,2.4838,其他基本药物,2,Y,2.6557,其他基本药物,2,Y,1.4271,其他基本药物,2,Y,2.6557,其他基本药物,2,-0.1719,-6.47%
3852,厄贝沙坦氢氯噻嗪-片剂-厄贝沙坦75mg和氢氯噻嗪6.25mg,片剂,厄贝沙坦75mg和氢氯噻嗪6.25mg,浙江华海药业股份有限公司,1.3144,其他基本药物,1,Y,1.3144,其他基本药物,1,Y,1.3144,其他基本药物,1,Y,1.3144,其他基本药物,1,0,0.00%
3853,厄贝沙坦氢氯噻嗪-片剂-厄贝沙坦150mg和氢氯噻嗪12.5mg,片剂,厄贝沙坦150mg和氢氯噻嗪12.5mg,南京正大天晴制药有限公司,2.547,其他基本药物,5,Y,2.536,其他基本药物,5,Y,2.547,其他基本药物,5,Y,2.536,其他基本药物,5,0.011,0.43%
3867,伐昔洛韦-(盐酸盐)胶囊剂-0.15g,(盐酸盐)胶囊剂,0.15g,湖北东信药业有限公司,1.085,其他基本药物,9,Y,1.085,其他基本药物,9,Y,1.085,其他基本药物,9,Y,1.085,其他基本药物,8,0,0.00%
3869,法莫替丁-注射用无菌粉末-20mg,注射用无菌粉末,20mg,山西康宝生物制品股份有限公司,1.62,其他基本药物,9,Y,1.62,其他基本药物,9,Y,1.62,其他基本药物,9,Y,1.79,其他基本药物,9,-0.17,-9.50%
3870,泛昔洛韦-片剂-0.125g,片剂,0.125g,四川省百草生物药业有限公司,1.57,其他基本药物,13,Y,1.5708,其他基本药物,13,Y,1.5708,其他基本药物,13,Y,1.575,其他基本药物,13,-0.005,-0.32%
3871,泛昔洛韦-片剂-0.25g,片剂,0.25g,山东罗欣药业集团股份有限公司,3.03,其他基本药物,6,Y,3.04,其他基本药物,6,Y,3.05,其他基本药物,6,Y,2.76,其他基本药物,6,0.27,9.78%
3880,非诺贝特-软胶囊(胶丸)-0.2g,软胶囊(胶丸),0.2g,浙江爱生药业有限公司,2.6259,其他基本药物,2,Y,2.6259,其他基本药物,2,Y,2.6259,其他基本药物,2,Y,2.6259,其他基本药物,2,0,0.00%
3882,肺力咳-合剂(含口服液)-每瓶装100ml,合剂(含口服液),每瓶装100ml,贵州健兴药业有限公司,17,其他基本药物,1,Y,17,其他基本药物,1,Y,17,其他基本药物,1,Y,17,其他基本药物,1,0,0.00%
3883,"酚氨咖敏-片剂-氨基比林0.1g,对乙酰氨基酚0.150g,咖啡因30mg,马来酸氯苯那敏2mg",片剂,"氨基比林0.1g,对乙酰氨基酚0.150g,咖啡因30mg,马来酸氯苯那敏2mg",昆药集团股份有限公司,0.045,其他基本药物,6,Y,0.04,其他基本药物,6,Y,0.04,其他基本药物,6,Y,0.04,其他基本药物,6,0.005,12.50%
3891,"酚麻美敏-片剂-复方(乙酰氨基酚325mg,盐酸伪麻黄碱30mg,氢溴酸右美沙芬15mg,马来酸氯苯那敏2mg)",片剂,"复方(乙酰氨基酚325mg,盐酸伪麻黄碱30mg,氢溴酸右美沙芬15mg,马来酸氯苯那敏2mg)",赤峰蒙欣药业有限公司,0.668,其他基本药物,2,Y,0.6946,其他基本药物,2,Y,0.728,其他基本药物,2,Y,0.7451,其他基本药物,2,-0.0771,-10.35%
3896,风湿骨痛-胶囊剂-每粒装0.3g,胶囊剂,每粒装0.3g,国药集团精方（安徽）药业股份有限公司,0.5243,其他基本药物,2,Y,0.5243,其他基本药物,2,Y,0.5243,其他基本药物,2,Y,0.5243,其他基本药物,2,0,0.00%
3897,风湿骨痛-片剂-每片重0.36g,片剂,每片重0.36g,安徽美欣制药有限公司,0.674,其他基本药物,4,Y,0.674,其他基本药物,4,Y,0.674,其他基本药物,4,Y,0.674,其他基本药物,4,0,0.00%
3899,风湿-酒剂-每瓶装10ml,酒剂,每瓶装10ml,四川绿叶制药股份有限公司,2.2,其他基本药物,1,Y,2.2,其他基本药物,1,Y,2.2,其他基本药物,1,Y,2.2,其他基本药物,1,0,0.00%
3900,风湿-酒剂-每瓶装100ml,酒剂,每瓶装100ml,四川绿叶制药股份有限公司,19.4333,其他基本药物,1,Y,19.4333,其他基本药物,1,Y,19.4333,其他基本药物,1,Y,19.4333,其他基本药物,1,0,0.00%
3901,风湿-酒剂-每瓶装250ml,酒剂,每瓶装250ml,天津达仁堂京万红药业有限公司,47.13,其他基本药物,1,Y,47.13,其他基本药物,1,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
3902,枫蓼肠胃康-颗粒剂-每袋装8g,颗粒剂,每袋装8g,海口市制药厂有限公司,2.0645,其他基本药物,3,Y,2.0645,其他基本药物,3,Y,2.0645,其他基本药物,3,Y,2.0645,其他基本药物,3,0,0.00%
3903,枫蓼肠胃康-颗粒剂-每袋装3g 无糖型,颗粒剂,每袋装3g,海口市制药厂有限公司,2.1938,其他基本药物,3,Y,2.1938,其他基本药物,3,Y,2.1938,其他基本药物,3,Y,2.1938,其他基本药物,1,0,0.00%
3904,枫蓼肠胃康-胶囊剂-每粒装0.37g,胶囊剂,每粒装0.37g,海口奇力制药股份有限公司,0.9145,其他基本药物,3,Y,0.9145,其他基本药物,3,Y,0.9145,其他基本药物,3,Y,0.9145,其他基本药物,2,0,0.00%
